timestamp,model,precision,device,latency_mean_ms,latency_p95_ms,throughput_samples_per_sec,accuracy,f1_score,roc_auc,cpu_memory_mb,gpu_memory_mb,total_parameters,model_size_mb,quantized_layers,compression_ratio,size_reduction_pct,top1_agreement,cosine_similarity,mean_logit_error,accuracy_retention
20250819_182023,ResNet-18,FP32,CPU,15.922824988141656,16.386129100283142,66.15231426886221,0.975,0.9746963562753036,0.997185,0.0,0.0,11177538,42.63892364501953,0,1.0,0.0,,,,
20250819_182023,ResNet-18,FP32,CUDA,8.381003779912135,8.415449793392327,162.75471819663338,0.975,0.9746963562753036,0.9974489999999999,2.4765625,201.05517578125,11177538,42.63892364501953,0,1.0,0.0,,,,
20250819_182023,ResNet-18,INT16,CPU,15.264401149877813,15.667711003334261,67.9340714422386,0.975,0.9746963562753036,0.997185,0.0,0.0,11177538,21.33777618408203,21,2.0,49.957047786372996,1.0,0.9999999403953552,0.0001794944837456569,1.0
20250819_182023,ResNet-18,INT16,CUDA,8.397157191313454,8.449590461532352,161.53761028207933,0.975,0.9746963562753036,0.997448,0.0,245.21484375,11177538,21.33777618408203,21,2.0,49.957047786372996,1.0,0.9999999403953552,0.0001794944837456569,1.0
